structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
"Nucleus of the lateral olfactory tract, molecular layer",0.0,0.0,0.0,0.043424000000000004,0.05014,0.093564,0.0,0.0
Reticular nucleus of the thalamus,0.0,0.0,0.0,0.722869,0.679114,1.401983,0.0,0.0
Anteroventral preoptic nucleus,0.0,0.0,0.0,0.030848,0.034642,0.06548999999999999,0.0,0.0
"Lateral septal nucleus, ventral part",0.0,0.0,0.0,0.247033,0.246066,0.493099,0.0,0.0
"Nucleus of the lateral olfactory tract, pyramidal layer",0.0,0.0,0.0,0.059648,0.06626599999999999,0.125914,0.0,0.0
"Posterolateral visual area, layer 2/3",0.0,0.0,0.0,0.06372799999999999,0.066314,0.13004200000000002,0.0,0.0
Nucleus sagulum,0.0,0.0,0.0,0.044729000000000005,0.039436,0.08416499999999999,0.0,0.0
Anteroventral periventricular nucleus,0.0,0.0,0.0,0.056552,0.059897000000000006,0.116449,0.0,0.0
"Retrosplenial area, lateral agranular part, layer 6b",0.0,0.0,0.0,0.018473,0.017342,0.035815,0.0,0.0
"Anteromedial visual area, layer 1",0.0,0.0,0.0,0.044558,0.05764,0.102198,0.0,0.0
Suprachiasmatic nucleus,0.0,0.0,0.0,0.034022000000000004,0.034899,0.06892100000000001,0.0,0.0
Bed nucleus of the anterior commissure,0.0,0.0,0.0,0.003393,0.00307,0.006462999999999999,0.0,0.0
"Orbital area, ventrolateral part, layer 2/3",0.0,0.0,0.0,0.178757,0.20923000000000003,0.387987,0.0,0.0
Bed nucleus of the accessory olfactory tract,0.0,0.0,0.0,0.010187,0.011252,0.021439,0.0,0.0
"Anterior cingulate area, ventral part, layer 2/3",0.0,0.0,0.0,0.23220300000000002,0.231244,0.463447,0.0,0.0
Magnocellular nucleus,0.0,0.0,0.0,0.16659000000000002,0.161527,0.328117,0.0,0.0
stria terminalis,0.0,0.0,0.0,0.15670399999999998,0.149026,0.30572999999999995,0.0,0.0
"Basolateral amygdalar nucleus, anterior part",0.0,0.0,0.0,0.292333,0.297107,0.58944,0.0,0.0
"Prelimbic area, layer 2/3",0.0,0.0,0.0,0.157684,0.145065,0.302749,0.0,0.0
"Primary visual area, layer 6b",0.0,0.0,0.0,0.070363,0.070576,0.14093899999999998,0.0,0.0
Septofimbrial nucleus,0.0,0.0,0.0,0.214466,0.225987,0.440453,0.0,0.0
