brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp
,"Orbital area, lateral part, layer 2/3",4,0,4,0.060353,0.075356,0.135709,16.56918463,106.1627475,,,"Orbital area, lateral part, layer 2/3",0,0,0,0.024803,0.025424000000000002,0.050227,0,0,4,,,"Orbital area, lateral part, layer 2/3",0,0,0,0.023996,0.021121,0.045117,0,0,4,,,"Orbital area, lateral part, layer 2/3",0,0,0,0.327721,0.269539,0.59726,0,0,4,,,"Orbital area, lateral part, layer 2/3",0,6,6,0.308768,0.147495,0.456263,0,40.67934506,-2,,,"Orbital area, lateral part, layer 2/3",0,0,0,0.308768,0.147495,0.456263,0,0,4
,Subparaventricular zone,1,3,4,0.352633,0.3365,0.689133,0,2.971768202,,,Subparaventricular zone,1,0,1,0.774385,0.862699,1.637084,0,0,3,,,Subparaventricular zone,0,0,0,0.937049,1.045793,1.982842,1766.182985,2337.93877,4,,,Subparaventricular zone,0,0,0,0.056786,0.066468,0.123254,0,0,4,,,Subparaventricular zone,0,0,0,0.039064,0.041026,0.08009,0,0,4,,,Subparaventricular zone,0,0,0,0.039064,0.041026,0.08009,0,0,4
,medial lemniscus,15,20,35,0.015052,0.016057,0.031109,0,0,,,medial lemniscus,1,12,13,1.019911,1.0076450000000001,2.027556,0,0,22,,,medial lemniscus,22,8,30,1.243288,1.590689,2.833977,0,0,5,,,medial lemniscus,2,1,3,0.393044,0.399228,0.792272,5.088488821,2.50483433,32,,,medial lemniscus,0,34,34,0.318186,0.306141,0.624327,0,111.0599364,1,,,medial lemniscus,3,18,21,0.318186,0.306141,0.624327,9.428447512,58.79643694,14
,Posterior hypothalamic nucleus,6,9,15,0.054069,0.053149,0.107218,0,0,,,Posterior hypothalamic nucleus,18,7,25,0.022506,0.021688,0.044194,0,0,-10,,,Posterior hypothalamic nucleus,7,3,10,0.025288,0.027244,0.052532,0,0,5,,,Posterior hypothalamic nucleus,3,1,4,0.482157,0.501242,0.983399,6.222039709,1.99504431,11,,,Posterior hypothalamic nucleus,22,0,22,0.484201,0.479349,0.96355,45.43567651,0,-7,,,Posterior hypothalamic nucleus,3,6,9,0.484201,0.479349,0.96355,6.195774069,12.51697615,6
,"Anterior cingulate area, ventral part, layer 5",0,5,5,0.226679,0.237375,0.464054,0,21.06371775,,,"Anterior cingulate area, ventral part, layer 5",0,0,0,0.54833,0.5445270000000001,1.092857,0,0,5,,,"Anterior cingulate area, ventral part, layer 5",0,0,0,0.572824,0.579078,1.151902,0,0,5,,,"Anterior cingulate area, ventral part, layer 5",0,0,0,0.572824,0.579078,1.151902,0,0,5,,,"Anterior cingulate area, ventral part, layer 5",0,0,0,0.647419,0.5899,1.237319,0,0,5,,,"Anterior cingulate area, ventral part, layer 5",0,0,0,0.647419,0.5899,1.237319,0,0,5
,"Infralimbic area, layer 5",0,5,5,0.001289,0.001797,0.003086,0,0,,,"Infralimbic area, layer 5",0,0,0,0.004387,0.004418,0.008805,0,0,5,,,"Infralimbic area, layer 5",0,0,0,0.005646,0.004637,0.010283,0,0,5,,,"Infralimbic area, layer 5",0,0,0,0.132812,0.12528,0.258092,0,0,5,,,"Infralimbic area, layer 5",0,0,0,0.115391,0.121045,0.236436,0,0,5,,,"Infralimbic area, layer 5",0,0,0,0.115391,0.121045,0.236436,0,0,5
,Nucleus x,3,2,5,0.001578,0.001538,0.003116,0,0,,,Nucleus x,9,10,19,0.181227,0.168979,0.350206,0,0,-14,,,Nucleus x,0,0,0,0.281959,0.233665,0.515624,0,0,5,,,Nucleus x,0,2,2,0.040184,0.033407,0.073591,0,59.8676924,3,,,Nucleus x,0,0,0,0.040359,0.035793,0.076152,0,0,5,,,Nucleus x,1,1,2,0.040359,0.035793,0.076152,24.77762085,27.93842371,3
,"Anteromedial visual area, layer 6a",36,1,37,0.004147,0.003629,0.007776,0,0,,,"Anteromedial visual area, layer 6a",0,0,0,0.093883,0.097011,0.190894,0,0,37,,,"Anteromedial visual area, layer 6a",0,31,31,0.097767,0.129011,0.226778,0,240.2895877,6,,,"Anteromedial visual area, layer 6a",0,0,0,0.097767,0.129011,0.226778,0,0,37,,,"Anteromedial visual area, layer 6a",0,0,0,0.105657,0.111583,0.21724,0,0,37,,,"Anteromedial visual area, layer 6a",0,0,0,0.105657,0.111583,0.21724,0,0,37
,columns of the fornix,2,11,13,0.005988,0.006418,0.012406,0,623.2471175,,,columns of the fornix,2,9,11,0.12139000000000001,0.126822,0.248212,16.475821731608864,70.96560533661352,2,,,columns of the fornix,5,2,7,0.163062,0.167046,0.330108,30.66318333,11.97275002,6,,,columns of the fornix,4,2,6,0.163062,0.167046,0.330108,24.53054666,11.97275002,7,,,columns of the fornix,1,0,1,0.141219,0.142692,0.283911,7.081200122,0,12,,,columns of the fornix,6,2,8,0.141219,0.142692,0.283911,42.48720073,14.01620273,5
,"Infralimbic area, layer 6a",0,11,11,0.039698,0.040153,0.079851,0,0,,,"Infralimbic area, layer 6a",0,0,0,0.075113,0.072875,0.147988,0,0,11,,,"Infralimbic area, layer 6a",3,2,5,0.073796,0.091241,0.165037,0,0,6,,,"Infralimbic area, layer 6a",0,0,0,0.094278,0.08329,0.177568,0,0,11,,,"Infralimbic area, layer 6a",0,0,0,0.085117,0.07821,0.163327,0,0,11,,,"Infralimbic area, layer 6a",0,0,0,0.085117,0.07821,0.163327,0,0,11
,"Agranular insular area, posterior part, layer 1",2,4,6,0.136315,0.1361,0.272415,14.67189964,29.3901543,,,"Agranular insular area, posterior part, layer 1",0,0,0,0.321218,0.38868800000000003,0.7099059999999999,0,0,6,,,"Agranular insular area, posterior part, layer 1",0,0,0,0.237524,0.255865,0.493389,0,0,6,,,"Agranular insular area, posterior part, layer 1",0,0,0,0.237524,0.255865,0.493389,0,0,6,,,"Agranular insular area, posterior part, layer 1",0,0,0,0.249025,0.303287,0.552312,0,0,6,,,"Agranular insular area, posterior part, layer 1",0,0,0,0.249025,0.303287,0.552312,0,0,6
,Crus 1,2,4,6,0.728857,0.747863,1.47672,0,1.3371433,,,Crus 1,0,0,0,1.8585040000000002,2.260526,4.11903,0,0,6,,,Crus 1,0,0,0,2.386907,2.264624,4.651531,0,0,6,,,Crus 1,0,0,0,2.386907,2.264624,4.651531,0,0,6,,,Crus 1,0,0,0,2.179341,1.674016,3.853357,0,0,6,,,Crus 1,0,0,0,2.179341,1.674016,3.853357,0,0,6
,"Dorsal auditory area, layer 6a",2,4,6,0.078264,0.076171,0.154435,0,0,,,"Dorsal auditory area, layer 6a",0,0,0,0.062016,0.065441,0.127457,0,0,6,,,"Dorsal auditory area, layer 6a",0,0,0,0.070505,0.084203,0.154708,0,0,6,,,"Dorsal auditory area, layer 6a",0,0,0,0.070505,0.084203,0.154708,0,0,6,,,"Dorsal auditory area, layer 6a",0,0,0,0.062108,0.06787,0.129978,0,0,6,,,"Dorsal auditory area, layer 6a",0,0,0,0.062108,0.06787,0.129978,0,0,6
,Nucleus raphe pallidus,0,6,6,0.025003,0.023959,0.048962,0,0,,,Nucleus raphe pallidus,0,0,0,0.168374,0.142727,0.311101,0,0,6,,,Nucleus raphe pallidus,0,0,0,0.19573,0.160343,0.356073,0,0,6,,,Nucleus raphe pallidus,0,0,0,0.051461,0.051757,0.103218,0,0,6,,,Nucleus raphe pallidus,0,0,0,0.020842,0.020869,0.041711,0,0,6,,,Nucleus raphe pallidus,0,2,2,0.020842,0.020869,0.041711,0,95.83592889,4
,"Rostrolateral area, layer 5",6,0,6,0.128649,0.13035,0.258999,443.0660168,767.1653241,,,"Rostrolateral area, layer 5",0,0,0,0.01576,0.016953,0.032713,634.5177664974619,943.7857606323365,6,,,"Rostrolateral area, layer 5",0,0,0,0.019247,0.019699,0.038946,467.6053411,507.6399817,6,,,"Rostrolateral area, layer 5",0,0,0,0.096448,0.112767,0.209215,0,0,6,,,"Rostrolateral area, layer 5",0,0,0,0.109489,0.105298,0.214787,0,0,6,,,"Rostrolateral area, layer 5",0,0,0,0.109489,0.105298,0.214787,0,0,6
,Parabrachial nucleus,58,142,200,0.124448,0.126476,0.250924,0,0,,,Parabrachial nucleus,0,8,8,0.324728,0.333465,0.658193,0,0,192,,,Parabrachial nucleus,135,58,193,0.363991,0.408851,0.772842,0,0,7,,,Parabrachial nucleus,9,0,9,0.560854,0.516781,1.077635,16.04695696,0,191,,,Parabrachial nucleus,13,172,185,0.437593,0.511885,0.949478,29.70797065,336.0129717,15,,,Parabrachial nucleus,3,7,10,0.437593,0.511885,0.949478,6.855685534,13.67494652,190
,Fields of Forel,1,8,9,0.180741,0.198824,0.379565,0,0,,,Fields of Forel,0,0,0,0.961151,0.933191,1.8943419999999997,0,0,9,,,Fields of Forel,2,0,2,0.914238,0.837852,1.75209,0,0,7,,,Fields of Forel,0,3,3,0.139368,0.141573,0.280941,0,21.19048124,6,,,Fields of Forel,0,29,29,0.138945,0.13537,0.274315,0,214.2276723,-20,,,Fields of Forel,0,0,0,0.138945,0.13537,0.274315,0,0,9
,Claustrum,3,4,7,0.06435,0.067421,0.131771,31.08003108,163.1539135,,,Claustrum,0,0,0,0.21305,0.21705300000000002,0.43010299999999996,0,0,7,,,Claustrum,0,0,0,0.244426,0.271776,0.516202,0,0,7,,,Claustrum,0,0,0,0.244426,0.271776,0.516202,0,0,7,,,Claustrum,25,0,25,0.243085,0.234839,0.477924,102.844684,0,-18,,,Claustrum,0,0,0,0.243085,0.234839,0.477924,0,0,7
,Main olfactory bulb,5,2,7,0.013494,0.014207,0.027701,0,0,,,Main olfactory bulb,0,0,0,0.164792,0.168285,0.333077,0,0,7,,,Main olfactory bulb,0,0,0,0.225486,0.251037,0.476523,0,0,7,,,Main olfactory bulb,0,0,0,5.609978,5.119588,10.729566,0,0,7,,,Main olfactory bulb,0,0,0,6.742325,1.441328,8.183653,0,0,7,,,Main olfactory bulb,0,0,0,6.742325,1.441328,8.183653,0,0,7
,pyramid,6,1,7,0.196938,0.207963,0.404901,0,0,,,pyramid,0,0,0,0.025261000000000002,0.023703000000000002,0.048964,0,0,7,,,pyramid,0,0,0,0.035501,0.034592,0.070093,0,0,7,,,pyramid,0,0,0,0.416633,0.49025,0.906883,0,0,7,,,pyramid,0,0,0,0.225451,0.243075,0.468526,0,0,7,,,pyramid,3,11,14,0.225451,0.243075,0.468526,13.30666087,45.25352258,-7
,Vestibulocerebellar nucleus,1,6,7,0.044304,0.044016,0.08832,0,0,,,,,,,,,,,,7,,,,,,,,,,,,7,,,,,,,,,,,,7,,,,,,,,,,,,7,,,,,,,,,,,,7
,Nucleus accumbens,7,1,8,0.004524,0.005201,0.009725,5083.996463,2884.060758,,,Nucleus accumbens,0,0,0,0.094951,0.090691,0.185642,0,0,8,,,Nucleus accumbens,0,0,0,0.084983,0.129571,0.214554,0,0,8,,,Nucleus accumbens,0,0,0,2.180679,2.15181,4.332489,0,0,8,,,Nucleus accumbens,0,0,0,1.656301,1.397856,3.054157,0,0,8,,,Nucleus accumbens,0,0,0,1.656301,1.397856,3.054157,0,0,8
,"Retrosplenial area, lateral agranular part, layer 1",3,5,8,0.074372,0.069769,0.144141,2137.901361,1490.633376,,,"Retrosplenial area, lateral agranular part, layer 1",0,0,0,1.957053,1.833836,3.790889,0,0,8,,,"Retrosplenial area, lateral agranular part, layer 1",0,0,0,2.320284,2.50206,4.822344,1.292945174,45.16278586,8,,,"Retrosplenial area, lateral agranular part, layer 1",0,0,0,0.330124,0.334817,0.664941,0,0,8,,,"Retrosplenial area, lateral agranular part, layer 1",0,0,0,0.223927,0.232433,0.45636,0,0,8,,,"Retrosplenial area, lateral agranular part, layer 1",0,0,0,0.223927,0.232433,0.45636,0,0,8
,Ventral cochlear nucleus,0,16,16,0.137117,0.161109,0.298226,0,0,,,Ventral cochlear nucleus,6,8,14,,,,,,2,,,Ventral cochlear nucleus,0,7,7,,,,,,9,,,Ventral cochlear nucleus,14,6,20,0.524613,0.659108,1.183721,26.68633831,9.10321222,-4,,,Ventral cochlear nucleus,0,0,0,0.462668,0.308933,0.771601,0,0,16,,,Ventral cochlear nucleus,0,0,0,0.462668,0.308933,0.771601,0,0,16
,Anterior olfactory nucleus,3,6,9,0.748594,0.738464,1.487058,4.007512751,8.124972917,,,Anterior olfactory nucleus,0,0,0,2.5949,2.274797,4.869697,0,0,9,,,Anterior olfactory nucleus,0,0,0,2.127985,1.891396,4.019381,0,0,9,,,Anterior olfactory nucleus,0,0,0,2.127985,1.891396,4.019381,0,0,9,,,Anterior olfactory nucleus,0,0,0,2.345316,1.293355,3.638671,0,0,9,,,Anterior olfactory nucleus,0,0,0,2.345316,1.293355,3.638671,0,0,9
,Dorsal peduncular area,3,6,9,0.031226,0.033923,0.065149,0,265.3067241,,,Dorsal peduncular area,0,0,0,0.168947,0.195276,0.364223,0,0,9,,,Dorsal peduncular area,0,0,0,0.206207,0.196537,0.402744,0,0,9,,,Dorsal peduncular area,0,0,0,0.206207,0.196537,0.402744,0,0,9,,,Dorsal peduncular area,0,0,0,0.184404,0.183646,0.36805,0,0,9,,,Dorsal peduncular area,0,0,0,0.184404,0.183646,0.36805,0,0,9
,dorsal spinocerebellar tract,0,9,9,0.002631,0.002572,0.005203,0,0,,,dorsal spinocerebellar tract,0,0,0,0.073256,0.077365,0.150621,0,0,9,,,dorsal spinocerebellar tract,0,0,0,0.053761,0.065768,0.119529,0,0,9,,,dorsal spinocerebellar tract,0,0,0,0.053761,0.065768,0.119529,0,0,9,,,dorsal spinocerebellar tract,0,0,0,0.072361,0.072565,0.144926,0,0,9,,,dorsal spinocerebellar tract,0,0,0,0.072361,0.072565,0.144926,0,0,9
,Gracile nucleus,2,7,9,0.117913,0.124143,0.242056,0,0,,,Gracile nucleus,0,0,0,0.168211,0.183785,0.35199600000000003,0,0,9,,,Gracile nucleus,0,0,0,0.120863,0.1172,0.238063,0,0,9,,,Gracile nucleus,0,0,0,0.040568,0.036467,0.077035,0,0,9,,,Gracile nucleus,0,0,0,0.087465,0.088347,0.175812,0,0,9,,,Gracile nucleus,4,2,6,0.087465,0.088347,0.175812,45.73257875,22.63800695,3
,Nucleus of the trapezoid body,5,4,9,0.028151,0.028053,0.056204,2486.590174,2317.042741,,,Nucleus of the trapezoid body,0,0,0,0.13777699999999998,0.130503,0.26828,0,0,9,,,Nucleus of the trapezoid body,0,0,0,0.124383,0.112144,0.236527,0,0,9,,,Nucleus of the trapezoid body,0,0,0,0.084983,0.129571,0.214554,0,0,9,,,Nucleus of the trapezoid body,0,0,0,0.084307,0.14164,0.225947,0,0,9,,,Nucleus of the trapezoid body,47,2,49,0.084307,0.14164,0.225947,557.4863297,14.120305,-40
,"Orbital area, lateral part, layer 6a",1,8,9,0.041516,0.041427,0.082943,0,0,,,"Orbital area, lateral part, layer 6a",0,0,0,0.191857,0.205339,0.397196,0,0,9,,,"Orbital area, lateral part, layer 6a",0,0,0,0.24647,0.303598,0.550068,0,0,9,,,"Orbital area, lateral part, layer 6a",0,0,0,0.281959,0.233665,0.515624,0,0,9,,,"Orbital area, lateral part, layer 6a",0,3,3,0.265207,0.155159,0.420366,0,19.33500474,6,,,"Orbital area, lateral part, layer 6a",0,0,0,0.265207,0.155159,0.420366,0,0,9
,"Spinal nucleus of the trigeminal, oral part",7,8,15,0.090637,0.089468,0.180105,0,0,,,"Spinal nucleus of the trigeminal, oral part",0,0,0,0.23978000000000002,0.247635,0.487415,125.11468846442571,205.94827064025682,15,,,"Spinal nucleus of the trigeminal, oral part",3,2,5,0.324918,0.3547,0.679618,138.4964822,149.4220468,10,,,"Spinal nucleus of the trigeminal, oral part",3,0,3,0.346607,0.351796,0.698403,8.65533587,0,12,,,"Spinal nucleus of the trigeminal, oral part",0,11,11,0.401468,0.288512,0.68998,0,38.12666371,4,,,"Spinal nucleus of the trigeminal, oral part",0,0,0,0.401468,0.288512,0.68998,0,0,15
,Nucleus of the lateral lemniscus,5,8,13,0.03536,0.027607,0.062967,84.84162896,8621.00192,,,Nucleus of the lateral lemniscus,0,0,0,0.00957,0.009836,0.019406,0,0,13,,,Nucleus of the lateral lemniscus,2,0,2,0.015752,0.016597,0.032349,0,0,11,,,Nucleus of the lateral lemniscus,2,3,5,0.351137,0.30047,0.651607,5.695782558,9.984357839,8,,,Nucleus of the lateral lemniscus,0,11,11,0.300524,0.240361,0.540885,0,45.7644959,2,,,Nucleus of the lateral lemniscus,0,0,0,0.300524,0.240361,0.540885,0,0,13
,"Supplemental somatosensory area, layer 1",5,8,13,0.483422,0.49089,0.974312,2873.266008,1700.992076,,,"Supplemental somatosensory area, layer 1",0,0,0,0.5649310000000001,0.5615220000000001,1.1264530000000001,127.44919291028461,67.67321672169567,13,,,"Supplemental somatosensory area, layer 1",2,0,2,0.582286,0.600253,1.182539,46.36896645,56.64278229,11,,,"Supplemental somatosensory area, layer 1",0,0,0,0.682548,0.585214,1.267762,0,0,13,,,"Supplemental somatosensory area, layer 1",0,779,779,0.757204,0.84609,1.603294,0,920.7058351,-766,,,"Supplemental somatosensory area, layer 1",0,0,0,0.757204,0.84609,1.603294,0,0,13
,Cortical subplate,0,11,11,0.019989,0.02113,0.041119,100.0550303,0,,,Cortical subplate,0,0,0,0.171585,0.185874,0.357459,0,0,11,,,Cortical subplate,0,0,0,0.203954,0.232882,0.436836,0,0,11,,,Cortical subplate,0,0,0,0.203954,0.232882,0.436836,0,0,11,,,Cortical subplate,0,4,4,0.183775,0.198622,0.382397,0,20.13875603,7,,,Cortical subplate,0,0,0,0.183775,0.198622,0.382397,0,0,11
,"Endopiriform nucleus, ventral part",0,11,11,0.327419,0.31709,0.644509,0,3.153678766,,,"Endopiriform nucleus, ventral part",0,0,0,0.440615,0.47176899999999994,0.912384,0,0,11,,,"Endopiriform nucleus, ventral part",0,0,0,0.459502,0.541813,1.001315,0,0,11,,,"Endopiriform nucleus, ventral part",0,0,0,0.459502,0.541813,1.001315,0,0,11,,,"Endopiriform nucleus, ventral part",0,0,0,0.419228,0.46811,0.887338,0,0,11,,,"Endopiriform nucleus, ventral part",0,0,0,0.419228,0.46811,0.887338,0,0,11
,Paramedian lobule,8,3,11,0.034197,0.03475,0.068947,1900.751528,2446.043165,,,Paramedian lobule,0,0,0,0.118172,0.108858,0.22703,0,91.86279373128296,11,,,Paramedian lobule,0,0,0,0.116396,0.152149,0.268545,678.7174817,341.7702384,11,,,Paramedian lobule,0,0,0,2.132713,2.181754,4.314467,0,0,11,,,Paramedian lobule,0,2,2,1.730681,2.182104,3.912785,0,0.916546599,9,,,Paramedian lobule,0,0,0,1.730681,2.182104,3.912785,0,0,11
,"Secondary motor area, layer 2/3",5,6,11,0.015423,0.015029,0.030452,0,0,,,"Secondary motor area, layer 2/3",0,0,0,0.026718000000000002,0.027755000000000002,0.054473,1983.6814132794368,1549.270401729418,11,,,"Secondary motor area, layer 2/3",0,0,0,0.030282,0.03067,0.060952,165.1145895,423.866971,11,,,"Secondary motor area, layer 2/3",2,0,2,1.838553,1.999076,3.837629,1.087811991,0,9,,,"Secondary motor area, layer 2/3",19,7,26,1.752705,1.519736,3.272441,10.84038672,4.606063158,-15,,,"Secondary motor area, layer 2/3",0,0,0,1.752705,1.519736,3.272441,0,0,11
,Bed nuclei of the stria terminalis,3,11,14,0.00757,0.00695,0.01452,132.1003963,5611.510791,,,Bed nuclei of the stria terminalis,0,0,0,0.5402680000000001,0.502671,1.0429389999999998,0,0,14,,,Bed nuclei of the stria terminalis,0,2,2,0.701954,0.464753,1.166707,0,4.30336114,12,,,Bed nuclei of the stria terminalis,0,0,0,0.701954,0.464753,1.166707,0,0,14,,,Bed nuclei of the stria terminalis,2,2,4,0.763588,0.539465,1.303053,2.619213503,3.707376753,10,,,Bed nuclei of the stria terminalis,0,0,0,0.763588,0.539465,1.303053,0,0,14
,solitary tract,3,10,13,0.153864,0.155327,0.309191,45.49472261,51.50424588,,,solitary tract,0,0,0,0.691491,0.6408560000000001,1.332347,0,0,13,,,solitary tract,1,0,1,0.650503,0.649108,1.299611,0,0,12,,,solitary tract,0,0,0,0.008254,0.007199,0.015453,0,0,13,,,solitary tract,0,0,0,0.010917,0.011764,0.022681,0,0,13,,,solitary tract,30,34,64,0.010917,0.011764,0.022681,2748.007694,2890.17341,-51
,"Anterior area, layer 4",10,2,12,0.022772,0.022709,0.045481,439.1357808,88.07080893,,,"Anterior area, layer 4",0,0,0,0.085498,0.09544,0.18093800000000002,0,0,12,,,"Anterior area, layer 4",0,0,0,0.092067,0.107786,0.199853,0,0,12,,,"Anterior area, layer 4",0,0,0,0.092067,0.107786,0.199853,0,0,12,,,"Anterior area, layer 4",0,0,0,0.091713,0.093428,0.185141,0,0,12,,,"Anterior area, layer 4",0,0,0,0.091713,0.093428,0.185141,0,0,12
,"Midbrain reticular nucleus, retrorubral area",4,8,12,0.22477,0.220702,0.445472,4.448992303,9.061993095,,,"Midbrain reticular nucleus, retrorubral area",0,0,0,0.309293,0.287719,0.597012,0,0,12,,,"Midbrain reticular nucleus, retrorubral area",0,0,0,0.351137,0.30047,0.651607,5.695782558,0,12,,,"Midbrain reticular nucleus, retrorubral area",0,3,3,0.090428,0.075201,0.165629,0,39.89308653,9,,,"Midbrain reticular nucleus, retrorubral area",3,10,13,0.108038,0.090242,0.19828,27.76800755,110.8131469,-1,,,"Midbrain reticular nucleus, retrorubral area",0,0,0,0.108038,0.090242,0.19828,0,0,12
,Subceruleus nucleus,20,12,32,0.009304,0.00915,0.018454,0,0,,,Subceruleus nucleus,10,16,26,1.224764,1.220722,2.4454860000000003,0,0,6,,,Subceruleus nucleus,9,10,19,1.445619,1.647069,3.092688,7.609197167,5.464251953,13,,,Subceruleus nucleus,3,7,10,0.019247,0.019699,0.038946,155.868447,355.3479872,22,,,Subceruleus nucleus,4,0,4,0.017352,0.020422,0.037774,230.5209774,0,28,,,Subceruleus nucleus,19,10,29,0.017352,0.020422,0.037774,1094.974643,489.6680051,3
,"Supplemental somatosensory area, layer 2/3",15,7,22,0.45689,0.461462,0.918352,201.361378,179.8631307,,,"Supplemental somatosensory area, layer 2/3",0,0,0,0.6997140000000001,0.782648,1.4823620000000002,1.4291553406105921,0,22,,,"Supplemental somatosensory area, layer 2/3",7,2,9,0.603585,0.720769,1.324354,0,0,13,,,"Supplemental somatosensory area, layer 2/3",0,0,0,1.049383,1.000897,2.05028,0,0,22,,,"Supplemental somatosensory area, layer 2/3",0,786,786,1.061359,1.267357,2.328716,0,620.1883132,-764,,,"Supplemental somatosensory area, layer 2/3",0,0,0,1.061359,1.267357,2.328716,0,0,22
,Caudoputamen,9,5,14,0.04961,0.053781,0.103391,0,0,,,Caudoputamen,0,0,0,12.313672,11.724694,24.038366,0,0,14,,,Caudoputamen,0,1,1,17.634095,18.731813,36.365908,0,0.053385115,13,,,Caudoputamen,0,0,0,17.634095,18.731813,36.365908,0,0,14,,,Caudoputamen,1128,0,1128,15.725521,13.814871,29.540392,71.73053281,0,-1114,,,Caudoputamen,0,0,0,15.725521,13.814871,29.540392,0,0,14
,"Orbital area, ventrolateral part, layer 2/3",11,2,13,0.023557,0.029574,0.053131,84.90045422,33.81348482,,,"Orbital area, ventrolateral part, layer 2/3",0,0,0,0.037416000000000005,0.038342,0.075758,0,0,13,,,"Orbital area, ventrolateral part, layer 2/3",0,0,0,0.052201,0.040354,0.092555,0,0,13,,,"Orbital area, ventrolateral part, layer 2/3",0,0,0,0.205089,0.191479,0.396568,0,0,13,,,"Orbital area, ventrolateral part, layer 2/3",0,0,0,0.174408,0.102873,0.277281,0,0,13,,,"Orbital area, ventrolateral part, layer 2/3",0,0,0,0.174408,0.102873,0.277281,0,0,13
,Medial preoptic area,3,12,15,0.00996,0.010049,0.020009,0,0,,,Medial preoptic area,0,0,0,0.004507,0.004882,0.009389,0,614.5022531749283,15,,,Medial preoptic area,1,0,1,0.00519,0.006307,0.011497,0,0,14,,,Medial preoptic area,0,0,0,0.300323,0.250663,0.550986,0,0,15,,,Medial preoptic area,2,0,2,0.223095,0.19238,0.415475,8.964790784,0,13,,,Medial preoptic area,0,0,0,0.223095,0.19238,0.415475,0,0,15
,"Paraventricular hypothalamic nucleus, descending division",22,44,66,0.013504,0.014331,0.027835,74.0521327,209.3364036,,,"Paraventricular hypothalamic nucleus, descending division",171,100,271,7.121886999999999,7.9899070000000005,15.111794,0,0,-205,,,"Paraventricular hypothalamic nucleus, descending division",1,50,51,6.013964,6.624853,12.638817,0,0,15,,,"Paraventricular hypothalamic nucleus, descending division",35,68,103,0.110402,0.148363,0.258765,317.0232423,458.3352992,-37,,,"Paraventricular hypothalamic nucleus, descending division",7,13,20,0.086213,0.107441,0.193654,81.19425145,120.99664,46,,,"Paraventricular hypothalamic nucleus, descending division",64,67,131,0.086213,0.107441,0.193654,742.3474418,623.5980678,-65
,Parasolitary nucleus,5,12,17,0.207867,0.198044,0.405911,0,0,,,Parasolitary nucleus,0,0,0,0.083929,0.078562,0.162491,0,0,17,,,Parasolitary nucleus,1,0,1,0.059784,0.060497,0.120281,0,0,16,,,Parasolitary nucleus,0,0,0,0.023265,0.030402,0.053667,0,0,17,,,Parasolitary nucleus,0,20,20,0.026639,0.036946,0.063585,0,541.3305906,-3,,,Parasolitary nucleus,0,0,0,0.026639,0.036946,0.063585,0,0,17
,"Primary somatosensory area, upper limb, layer 4",15,1,16,0.245999,0.207989,0.453988,390.2454888,100.9668781,,,"Primary somatosensory area, upper limb, layer 4",0,0,0,1e-06,1e-06,2e-06,0,0,16,,,"Primary somatosensory area, upper limb, layer 4",0,0,0,1.00E-06,1.00E-06,2.00E-06,0,0,16,,,"Primary somatosensory area, upper limb, layer 4",0,0,0,0.396274,0.363627,0.759901,0,0,16,,,"Primary somatosensory area, upper limb, layer 4",0,127,127,0.332109,0.310941,0.64305,0,408.4376136,-111,,,"Primary somatosensory area, upper limb, layer 4",0,0,0,0.332109,0.310941,0.64305,0,0,16
,Nucleus of Roller,17,10,27,0.174986,0.167607,0.342593,28.57371447,47.73070337,,,Nucleus of Roller,0,0,0,0.052062,0.053557,0.105619,0,0,27,,,Nucleus of Roller,2,8,10,0.057854,0.053717,0.111571,0,0,17,,,Nucleus of Roller,0,0,0,0.026604,0.0291,0.055704,0,0,27,,,Nucleus of Roller,42,25,67,0.028652,0.025455,0.054107,1465.866257,982.1253192,-40,,,Nucleus of Roller,0,7,7,0.028652,0.025455,0.054107,0,274.9950894,20
